,index,spotify_artist_id,list_original_name,music_story_id,instagram_url,instagram_username,facebook_url,facebook_username,twitter_url,twitter_username,instagram_followers,instagram_data
112,307,0WOxhx4hikIsyF3CRPLC8W,"""Famous Dex""",4684765,https://www.instagram.com/famousdex,famousdex,,,,,4775891,"{'pk': '807044035', 'username': 'famousdex', 'full_name': 'Dexter', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/174690243_876688246392084_450711479169367237_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=lAWxUn8f-5YAX8mxdkj&edm=AHG7ALcBAAAA&ccb=7-4&oh=efd4b693386476c986e5711653de79ce&oe=60B29248&_nc_sid=5cbaad', 'profile_pic_id': '2554364282494168843_807044035', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619750128, 'live_broadcast_id': None, 'id': '807044035'}"
156,157,0X2BH1fck6amBIoJhDVmmJ,"""Ellie Goulding""",118182,http://instagram.com/elliegoulding,elliegoulding,,,,,14304964,
111,1020,0XNvr6bnNywV946ZKaJtr0,"""Joakim Lundell""",,https://www.instagram.com/joakimlundell,joakimlundell,,,,,1049588,"{'pk': '306885701', 'username': 'joakimlundell', 'full_name': 'Joakim Lundell 🎧🎞', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/151332877_114535030647560_3589061214354352773_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=RWa8aF3pCmIAX-WkqZw&edm=AHG7ALcBAAAA&ccb=7-4&oh=f6ccbe2a7741e58f44e625b6e16742b9&oe=60B29182&_nc_sid=5cbaad', 'profile_pic_id': '2513192172314737205_306885701', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '306885701'}"
107,108,0xRXCcSX89eobfrshSVdyu,"""MEDUZA""",4722170,http://www.instagram.com/meduzamusic,meduzamusic,,,,,157450,
345,746,0XwVARXT135rw8lyw1EeWP,"""Christian Nodal""",,https://www.instagram.com/nodal,nodal,,,,,6887735,"{'pk': '1567601520', 'username': 'nodal', 'full_name': 'Christian Nodal 🇲🇽', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/174459119_459547211996243_5776960409377489067_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=HstJzIkkUJcAX-pifW0&edm=AHG7ALcBAAAA&ccb=7-4&oh=6deb2e2027d9688ecefb47fc5ff6fa64&oe=60B27D3F&_nc_sid=5cbaad', 'profile_pic_id': '2554778328048596668_1567601520', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619758340, 'live_broadcast_id': None, 'id': '1567601520'}"
16,17,0Y5tJX1MQlPlqiwlOH1tJY,"""Travis Scott""",4574025,http://www.instagram.com/travisscott,travisscott,,,,,38678314,
523,1033,0Ya43ZKWHTKkAbkoJJkwIB,"""The Wombats""",104434,https://www.instagram.com/wombatsofficial,wombatsofficial,,,,,168366,"{'pk': '1375814641', 'username': 'wombatsofficial', 'full_name': 'The Wombats', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/178833083_1411144692569104_7673484455051385755_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=zlF33wwuNpsAX8Fs08I&edm=AHG7ALcBAAAA&ccb=7-4&oh=73cee7da9bf946b077cdefbaf76bae0d&oe=60B0D37D&_nc_sid=5cbaad', 'profile_pic_id': '2560585779525365602_1375814641', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619690787, 'live_broadcast_id': None, 'id': '1375814641'}"
733,734,0yApzRdrUqTGqX9MULdnmV,"""Thiaguinho MT""",4732238,http://www.instagram.com/thiaguinhomtoficial,thiaguinhomtoficial,,,,,133907,
200,201,0YinUQ50QDB7ZxSCLyQ40k,"""Mustard""",4556893,http://instagram.com/djmustard,djmustard,,,,,7375,"{'biography': 'In 2016, DJ MUSTARD became MUSTARD. \nNot just a DJ, not just a PRODUCER, not just any one thing.... Follow him at @mustard', 'blocked_by_viewer': False, 'restricted_by_viewer': False, 'country_block': False, 'external_url': 'http://djmustard.com/', 'external_url_linkshimmed': 'https://l.instagram.com/?u=http%3A%2F%2Fdjmustard.com%2F&e=ATNbcb3HYYLYNz7kZPkbty0ZPF0jnnGyh0LAy_FiBKPNSg9xwcwwGqAlPEIHpZxaRNcUic_j-Bsduy5ZYvz0VYg&s=1', 'edge_followed_by': {'count': 7375}, 'fbid': '17841407438517321', 'followed_by_viewer': False, 'edge_follow': {'count': 0}, 'follows_viewer': False, 'full_name': 'Official Mustard Fan Page', 'has_ar_effects': False, 'has_clips': False, 'has_guides': False, 'has_channel': False, 'has_blocked_viewer': False, 'highlight_reel_count': 0, 'has_requested_viewer': False, 'id': '7338575950', 'is_business_account': False, 'is_professional_account': False, 'is_joined_recently': False, 'business_category_name': None, 'overall_category_name': None, 'category_enum': None, 'category_name': None, 'is_private': False, 'is_verified': False, 'edge_mutual_followed_by': {'count': 0, 'edges': []}, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/29089582_550797688611227_6663801429448196096_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=IXtmvy2UfGgAX_gj9Zk&edm=AAuNW_gAAAAA&ccb=7-4&oh=a246a9233248889c35e60a8f9c7e4fea&oe=60999D56&_nc_sid=498da5', 'profile_pic_url_hd': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s320x320/29089582_550797688611227_6663801429448196096_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=IXtmvy2UfGgAX_gj9Zk&edm=AAuNW_gAAAAA&ccb=7-4&oh=2f2986f6f1358ca001c2445443042e18&oe=609AA766&_nc_sid=498da5', 'requested_by_viewer': False, 'should_show_category': False, 'username': 'djmustard', 'connected_fb_page': None, 'edge_felix_video_timeline': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_owner_to_timeline_media': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_saved_media': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_media_collections': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}}"
15,111,0ZED1XzwlLHW4ZaG4lOT6m,"""Julia Michaels""",,https://www.instagram.com/juliamichaels,juliamichaels,,,,,2107530,"{'pk': '21351077', 'username': 'juliamichaels', 'full_name': 'Julia Michaels', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/173227694_257770956073022_5470222086089406883_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=3jVXmL_GOxAAX_LK4Yo&edm=AHG7ALcBAAAA&ccb=7-4&oh=bf8d0ff1f0098cddc5970c6afa30eb32&oe=60B15B13&_nc_sid=5cbaad', 'profile_pic_id': '2552518935585059930_21351077', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619726875, 'live_broadcast_id': None, 'id': '21351077'}"
655,1108,0zOcE3mg9nS6l3yxt1Y0bK,"""The Fray""",105678,http://www.instagram.com/thefray,thefray,,,,,116562,
296,648,0ZRBa9pTfhhCsJW95F1ugg,"""Yall""",4591837,https://www.instagram.com/yall_design,yall_design,,,,,5979,"{'pk': '42422707262', 'username': 'yall_design', 'full_name': 'تابلو دکوراتیو و مدرن  | یال', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/120539292_1052758648474384_2776386447629220559_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=mEhcgljNGYoAX_K06bi&edm=AHG7ALcBAAAA&ccb=7-4&oh=16c176bd54bbce01cdc694191c03fdc5&oe=60B09DC5&_nc_sid=5cbaad', 'profile_pic_id': '2410296603970962231_42422707262', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619693002, 'live_broadcast_id': None, 'id': '42422707262'}"
450,451,0ZrpamOxcZybMHGg1AYtHP,"""Robin Thicke""",104641,http://www.instagram.com/robinthicke,robinthicke,,,,,677195,
142,143,10exVja0key0uqUkk6LJRT,"""Vance Joy""",4510919,http://www.instagram.com/vancejoy,vancejoy,,,,,556611,
