Pos;Artist and Title;SONG NAME;ARTIST NAME;Wks;T10;Pk;(x?);PkStreams;Total;ARTIST URL;TRACK
939;Ariana Grande†-†Donít Call Me Angel (Charlieís Angels);Don‚Äôt Call Me Angel (Charlie‚Äôs Angels);Ariana Grande;11;2;3;(x1);32,667,288;137,203,073;66CXWjxzNUsdJxJ2JdwvnR;3NkJNL3WqO1Lqc3uNDxvCN
940;Billie Eilish†-†bad guy;bad guy;Billie Eilish;13;1;9;;21,458,729;136,746,503;6qqNVTkY8uBg9cP3Jd7DAH;3yNZ5r3LKfdmjoS3gkhUCT
941;JAY Z†-†Ni**as In Paris;Ni**as In Paris;JAY Z;80;;132;;2,527,335;136,437,369;3nFkdlSjzX9mRTtwJOzDYB;4Li2WHPkuyCdtmokzW2007
942;Lady Gaga†-†The Cure;The Cure;Lady Gaga;19;;33;;11,818,268;136,360,277;1HY2Jd0NmPuamShAr6KMms;51PIvodunv6NmX5250zxAh
943;Taylor Swift†-†...Ready For It?;...Ready For It?;Taylor Swift;19;;13;;17,763,978;136,086,748;06HL4z0CvFAxyc27GXpf02;19WjVVgXjdKXfLXoaDPwTM
944;Burl Ives†-†A Holly Jolly Christmas - Single Version;A Holly Jolly Christmas - Single Version;Burl Ives;18;;37;;13,835,607;135,879,757;0MHgLfmQdutffmvWe5XBTN;65Q2mv3UlVi9eO70OpsmSe
945;Shakira†-†Me EnamorÈ;Me Enamor√©;Shakira;26;;71;;6,525,973;135,848,478;0EmeFodog0BfCgMzAIvKQp;4qknM1pQz53QOyfDVTjcM9
946;Alex Rose†-†Jangueo;Jangueo;Alex Rose;27;;122;;5,625,362;135,776,730;2DspEsT7UXGKd2VaaedgG4;5m3jpKkgkfoMcym1qjToFg
947;Famous Dex†-†JAPAN;JAPAN;Famous Dex;20;;34;;10,795,322;135,679,938;0WOxhx4hikIsyF3CRPLC8W;5PTG6rrL6EPFD9E2QMI2pl
948;Robin Schulz†-†Headlights;Headlights;Robin Schulz;35;;21;;7,022,425;135,536,701;3t5xRXzsuZmMDkQzgOX35S;06Hdbxh6NCy6TIhjdXTchB
949;Major Lazer†-†Que Calor;Que Calor;Major Lazer;23;;77;;7,093,193;135,525,018;738wLrAtLtCtFOLvQBXOXp;1G2CAJeP7rCwOZjlSJ0Zw3
950;Ozuna†-†Solita;Solita;Ozuna;26;;75;;6,811,201;135,069,082;1i8SpTcr7yvPOmcqrbnVXY;7rwX0O3RlxqqIjQM8evm5E
951;MC Fioti†-†Bum Bum Tam Tam;Bum Bum Tam Tam;MC Fioti;21;;66;;7,524,726;134,979,902;2W6kbe0nm96COrHzNmfLLd;4zWO4gvuFtw6EJZC5FFGlr
952;Ed Sheeran†-†Dive;Dive;Ed Sheeran;21;;11;;22,520,144;134,677,281;6eUKZXaKkcviH0Ku9w2n3V;51ChrwmUPDJvedPQnIU8Ls
953;Kina†-†Can We Kiss Forever?;Can We Kiss Forever?;Kina;26;;131;;5,804,236;134,533,265;4qIVPF0s71ZYW3qzhu5GkF;58wyJLv6yH1La9NIZPl3ne
954;Dalex†-†Cuaderno;Cuaderno;Dalex;21;;66;;8,152,027;134,198,033;0KPX4Ucy9dk82uj4GpKesn;7anSoGdgtmJTAPZBzcPhO6
955;Nicky Jam†-†X - Remix;X - Remix;Nicky Jam;19;;37;;11,380,927;134,146,384;1SupJlEpv7RS2tPNRaHViT;6JjPBQfI2Y8nIjnm65X6Pw
956;Piso 21†-†Te Amo;Te Amo;Piso 21;25;;76;;6,583,634;134,144,734;4bw2Am3p9ji3mYsXNXtQcd;2RVrdr062uLFxXwIxwdXPH
957;Selena Gomez†-†Look At Her Now;Look At Her Now;Selena Gomez;14;1;9;;21,790,923;133,920,158;0C8ZW7ezQVs4URX5aX7Kqx;4yI3HpbSFSgFZtJP2kDe5m
958;Becky G†-†Shower;Shower;Becky G;41;1;10;;6,395,087;133,754,216;4obzFoKoKRHIphyHzJ35G3;3DmW6y7wTEYHJZlLo1r6XJ
959;BANNERS†-†Someone To You;Someone To You;BANNERS;26;;121;;6,003,630;133,590,328;4qWnlmXWuGv2TtuxtIWlJX;2f0pn9DkEJwAzXApnFh5cr
960;Niall Horan†-†This Town;This Town;Niall Horan;23;;22;;12,612,335;133,465,169;1Hsdzj7Dlq2I7tHP7501T4;5nA67Y0XX9JipZwYxX7Gl7
961;BLACKPINK†-†Lovesick Girls;Lovesick Girls;BLACKPINK;15;1;6;;26,331,588;133,333,407;41MozSoPIsD1dJM0CLPjZF;4Ws314Ylb27BVsvlZOy30C
962;Years & Years†-†King;King;Years & Years;34;;21;;7,173,514;133,115,545;5vBSrE1xujD2FXYRarbAXc;6pIZ0u32c2Lku8PmCWtnMy
963;Queen†-†Somebody To Love - Remastered 2011;Somebody To Love - Remastered 2011;Queen;22;;50;;9,260,667;132,982,997;1dfeR4HaWDbWqFHLkxsg1d;6cFZ4PLC19taNlpl9pbGMf
964;Tove Lo†-†Stay High - Habits Remix;Stay High - Habits Remix;Tove Lo;44;;12;;5,045,008;132,875,683;4NHQUGzhtTLFvgF5SZesLK;5JCi3pyggvk4B0yd0BK3ow
965;AronChupa†-†I'm an Albatraoz;I'm an Albatraoz;AronChupa;46;;21;;4,552,106;132,335,496;5vCOdeiQt9LyzdI87kt5Sh;5MhsZlmKJG6X5kTHkdwC4B
966;Polo G†-†Martin & Gina;Martin & Gina;Polo G;24;;115;;6,029,392;132,329,941;6AgTAQt8XS6jRWi4sX7w49;1VLtjHwRWOVJiE5Py7JxoQ
967;Big Shaq†-†Man's Not Hot;Man's Not Hot;Big Shaq;19;;36;;10,229,463;132,292,671;7mnAzEmgquhrVtGob81SmO;2nUJvBO87SkxCViQsLc9Zr
968;Demi Lovato†-†Cool for the Summer;Cool for the Summer;Demi Lovato;35;;16;;7,826,287;132,199,923;6S2OmqARrzebs0tKUEyXyp;1KK0j3djUgx5tuOMwesdAT
969;Post Malone†-†Paranoid;Paranoid;Post Malone;13;1;4;;31,182,644;131,467,348;246dkjvS1zLTtiykXe5h60;3fpVWegR6YOS1Yk5HSMYIq
970;Sheppard†-†Geronimo;Geronimo;Sheppard;43;;18;;5,387,659;131,464,626;6VxCmtR7S3yz4vnzsJqhSV;4pq6q25ckZxU8oVRzLI6YJ
971;Drake†-†Pop Style;Pop Style;Drake;27;;23;;11,898,517;130,356,369;3TVXtAsR1Inumwj472S9r4;334S9SWZMjyRDN0wrHw7wk
972;Bryson Tiller†-†Exchange;Exchange;Bryson Tiller;45;;65;;4,020,032;130,212,326;2EMAnMvWE2eb56ToJVfCWs;43PuMrRfbyyuz4QpZ3oAwN
973;Adele†-†Water Under the Bridge;Water Under the Bridge;Adele;25;;51;;7,530,043;130,072,233;4dpARuHxo51G3z768sgnrY;4vb4mFvYsr2h6enhjJsq9Y
974;Myke Towers†-†Si Se Da;Si Se Da;Myke Towers;22;;97;;6,822,944;130,043,307;7iK8PXO48WeuP03g8YR51W;5KbBGUpIZd6gVFUU8tqYiQ
975;J Balvin†-†Mi Gente;Mi Gente;J Balvin;14;;15;;15,823,808;129,880,923;1vyhD5VmyZ7KMfW5gqLgo5;7fwXWKdDNI5IutOMc5OKYw
976;Lady Gaga†-†Stupid Love;Stupid Love;Lady Gaga;14;;13;;24,400,673;129,827,120;1HY2Jd0NmPuamShAr6KMms;2kJu14V7hbZw3I4K8L8SXb
977;Post Malone†-†Hollywood's Bleeding;Hollywood's Bleeding;Post Malone;13;1;5;;28,946,369;129,787,906;246dkjvS1zLTtiykXe5h60;7sWRlDoTDX8geTR8zzr2vt
978;Selena Gomez†-†Baila Conmigo;Baila Conmigo;Selena Gomez;9;;17;;15,447,518;129,768,281;0C8ZW7ezQVs4URX5aX7Kqx;0D75ciM842cdUMKSMfAR9y
979;Tove Lo†-†Talking Body;Talking Body;Tove Lo;38;;27;;6,208,542;129,753,440;4NHQUGzhtTLFvgF5SZesLK;7cgu4JBW3hq1GwTM1ilkKQ
980;Jennifer Lopez†-†Ain't Your Mama;Ain't Your Mama;Jennifer Lopez;30;;54;;5,758,619;129,575,363;2DlGxzQSjYe5N6G9nkYghR;2hgzdQdnfWwtdpZbhZlV72
981;Elvis Presley†-†Blue Christmas;Blue Christmas;Elvis Presley;24;;59;;11,774,400;129,353,685;43ZHCT0cAZBISjO8DG9PnE;3QiAAp20rPC3dcAtKtMaqQ
982;benny blanco†-†I Canít Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy);I Can‚Äôt Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy);benny blanco;13;;21;;16,111,773;128,974,936;5CiGnKThu5ctn9pBxv7DGa;1WSGTYKLEpKfNQYYW5Oymt
983;Cardi B†-†Up;Up;Cardi B;8;;14;;18,741,109;128,626,312;4kYSro6naA4h99UJvo89HB;1M4OcYkxAtu3ErzSgDEfoi
984;G-Eazy†-†Good Life;Good Life;G-Eazy;17;;25;;12,786,896;128,556,553;02kJSzxNuaWGqwubyUba0Z;1Eck97uRMlprKOOJN9oO1E
985;Sam Smith†-†Money On My Mind;Money On My Mind;Sam Smith;52;;13;;4,103,335;128,529,242;2wY79sveU1sp5g7SokKOiI;6vgdsUtEcdRJtXbr1w9RT1
986;Ali Gatie†-†What If I Told You That I Love You;What If I Told You That I Love You;Ali Gatie;15;;29;;13,658,542;128,458,623;4rTv3Ejc7hKMtmoBOK1B4T;3cqPu20DGTGUoZtbJH2Dmi
987;Nevada†-†The Mack;The Mack;Nevada;20;;32;;8,814,434;128,422,588;15NtJjjHRFybdNSMyM9smT;7aV2mflaASUmGhCErm7kBO
988;Petit Biscuit†-†Sunset Lover;Sunset Lover;Petit Biscuit;25;;53;;7,245,899;127,926,039;6gK1Uct5FEdaUWRWpU4Cl2;0hNduWmlWmEmuwEFcYvRu1
989;Post Malone†-†Enemies;Enemies;Post Malone;13;1;7;;25,861,671;127,662,405;246dkjvS1zLTtiykXe5h60;0Xek5rqai2jcOWCYWJfVCF
990;Niall Horan†-†Too Much To Ask;Too Much To Ask;Niall Horan;18;;37;;11,073,444;127,598,111;1Hsdzj7Dlq2I7tHP7501T4;4v094LQ9eF10k2O2Te2ngK
991;Calvin Harris†-†Rollin;Rollin;Calvin Harris;17;;38;;11,604,438;127,584,680;7CajNmpbOovFoOoasH2HaY;0lMbuWUpfTWhEmOKxppEau
992;Sebastian Yatra†-†Por Perro;Por Perro;Sebastian Yatra;22;;84;;6,707,725;127,370,734;07YUOmWljBTXwIseAUd9TW;2alIsNw1mqEShbWyO1HXZZ
993;Alvaro Soler†-†La Cintura;La Cintura;Alvaro Soler;18;;42;;10,848,362;127,107,786;2urF8dgLVfDjunO0pcHUEe;19MBk3PbNFE36wqIqkMq9H
994;Fall Out Boy†-†Centuries;Centuries;Fall Out Boy;53;;21;;5,282,344;126,934,681;4UXqAaa6dQYAk18Lv7PEgX;3r0NMcEl7lxAHkSlDk8b7U
995;Lorde†-†Team;Team;Lorde;57;;14;;3,798,882;126,720,090;163tK9Wjr9P9DmM0AVK7lm;5KcYtdjhsQrNNMjJOSAUEz
996;Lil Uzi Vert†-†Sanguine Paradise;Sanguine Paradise;Lil Uzi Vert;18;;38;;10,891,403;126,518,401;4O15NlyKLIASxsJ0PrXPfz;3XiNC94b4Tq1xwv70sQJGN
997;Lord Huron†-†The Night We Met;The Night We Met;Lord Huron;27;;55;;8,362,185;126,510,049;6ltzsmQQbmdoHHbLZ4ZN25;6mORGLOz79w6VsCRLWYYuK
998;Ruth B.†-†Lost Boy;Lost Boy;Ruth B.;43;;79;;3,787,147;126,471,242;2WzaAvm2bBCf4pEhyuDgCY;4h0zU3O9R5xzuTmNO7dNDU
999;Maluma†-†Haw·i - Remix;Haw√°i - Remix;Maluma;15;;17;;15,884,698;125,857,481;1r4hJ1h58CWwUQe3MxPuau;0GzuHFG4Ql6DoyxFRnIk3F
1000;The Weeknd†-†In The Night;In The Night;The Weeknd;28;;28;;7,386,246;125,286,757;1Xyo4u8uXC1ZmMpatF05PJ;7fPHfBCyKE3aVCBjE4DAvl
1001;Khalid†-†Talk;Talk;Khalid;8;;17;;17,410,486;125,251,511;6LuN9FCkKOj5PcnpouEgny;0rTV5WefWd1J3OwIheTzxM
1002;DJ Snake†-†Turn Down for What;Turn Down for What;DJ Snake;59;;14;;4,322,985;124,742,389;540vIaP2JwjQb9dm3aArA4;67awxiNHNyjMXhVgsHuIrs
1003;Wallows†-†Are You Bored Yet?;Are You Bored Yet?;Wallows;23;;105;;6,632,270;123,943,551;0NIPkIjTV8mB795yEIiPYL;57RA3JGafJm5zRtKJiKPIm
1004;Daddy Yankee†-†Vuelve;Vuelve;Daddy Yankee;23;;71;;6,653,418;123,879,341;4VMYDCV2IEDYJArk749S6m;0lJCqIx5BhZtf6QtYI2fbv
1005;Ozuna†-†Unica;Unica;Ozuna;21;;63;;7,754,505;123,578,496;1i8SpTcr7yvPOmcqrbnVXY;6752EZMgXswvRBH3N2PilO
1006;Pop Smoke†-†Got It On Me;Got It On Me;Pop Smoke;19;;41;;10,606,428;123,416,577;0eDvMgVFoNV3TpwtrVCoTj;25zlnOAzbVoOzIeXSvQFf1
1007;Meghan Trainor†-†Lips Are Movin;Lips Are Movin;Meghan Trainor;34;1;9;;7,073,920;123,100,945;6JL8zeS1NmiOftqZTRgdTz;6gj08XDlv9Duc2fPOxUmVD
1008;Curtis Waters†-†Stunnin';Stunnin';Curtis Waters;18;;68;;8,493,044;122,955,379;2JbE7jUIGtpXSzytnyMg6U;2D0dj3hVkRQJCp63cxCPEx
1009;Future†-†Selfish;Selfish;Future;18;;45;;9,935,891;122,944,542;1RyvyyTE3xzB2ZywiAwp0i;2Ce5IyMlVRVvN997ZJjJJA
1010;Regard†-†Secrets;Secrets;Regard;17;;64;;8,515,783;122,645,844;4ofCBoyEiGSePFAG500xev;66W1rVTnEv86dIkFhoiElg
1011;Apache 207†-†Roller;Roller;Apache 207;19;;66;;8,395,606;122,348,079;1qQLhymHXFPtP5U8KNKsm6;6hw1Sy9wZ8UCxYGdpKrU6M
1012;CNCO†-†ReggaetÛn Lento (Remix);Reggaet√≥n Lento (Remix);CNCO;20;;56;;7,716,858;121,993,437;0eecdvMrqBftK0M1VKhaF4;3zoYkqS4y2BsGVShPL2nTE
1013;Bruno Mars†-†Versace on the Floor;Versace on the Floor;Bruno Mars;30;;80;;5,137,524;121,744,296;0du5cEVh5yTK9QJze8zA0C;0kN8xEmgMW9mh7UmDYHlJP
1014;TiÎsto†-†Wasted;Wasted;Ti√´sto;44;6;7;;5,984,920;121,736,213;2o5jDhtHVPhrJdv3cEQ99Z;7m3povhdMDLZwuEKak0l0n
1015;David Guetta†-†Lovers on the Sun;Lovers on the Sun;David Guetta;40;;13;;5,798,766;121,682,700;1Cs0zKBU1kc0i8ypK3B9ai;5wQeCrJTJxGZnILnyCBHjI
1016;Taylor Swift†-†Delicate;Delicate;Taylor Swift;18;;26;;12,788,750;121,403,504;06HL4z0CvFAxyc27GXpf02;6NFyWDv5CjfwuzoCkw47Xf
1017;Daya†-†Sit Still, Look Pretty;Sit Still, Look Pretty;Daya;36;;74;;4,595,306;121,398,109;6Dd3NScHWwnW6obMFbl1BH;1sSNWjLtY4GwyhqAwAnPD9
1018;Anuel Aa†-†Quiere Beber;Quiere Beber;Anuel Aa;17;;45;;9,739,397;121,332,715;2R21vXR83lH98kGeO99Y66;3rPAD722s5FFNnwjC91t7Z
1019;Kanye West†-†All Mine;All Mine;Kanye West;11;2;3;(x1);27,716,117;121,282,862;5K4W6rqBFWDnAN6FQUkS6x;3qnoOm4fwZPBS116f5hpgF
1020;Wisin†-†Vacaciones;Vacaciones;Wisin;31;;79;;5,214,524;120,790,549;3E6xrwgnVfYCrCs0ePERDz;3dQDid3IUNhZy1OehIfYfE
1021;Kesha†-†Praying;Praying;Kesha;20;;37;;9,957,610;120,718,178;6LqNN22kT3074XbTVUrhzX;0jdny0dhgjUwoIp5GkqEaA
1022;Jason Derulo†-†If It Ain't Love;If It Ain't Love;Jason Derulo;20;;38;;8,780,099;120,571,011;07YZf4WDAMNwqr4jfgOZ8y;5YHR8wBR5jXfGtP766NiAT
1023;The Weeknd†-†Often;Often;The Weeknd;62;;41;;5,054,030;120,070,975;1Xyo4u8uXC1ZmMpatF05PJ;5SqSckut3FcoQKmGkMWgp1
1024;Logic†-†Homicide;Homicide;Logic;12;2;3;(x1);27,894,553;119,989,488;4xRYI6VqpkE3UwrDrAZL8L;2MuMD298IpYqKF367wegUd
1025;Lil Uzi Vert†-†Futsal Shuffle 2020;Futsal Shuffle 2020;Lil Uzi Vert;12;;18;;20,451,202;119,905,873;4O15NlyKLIASxsJ0PrXPfz;2Ec33AVlkTTq8BHFgBTdQs
1026;Stormzy†-†Own It;Own It;Stormzy;15;;36;;11,310,793;119,884,192;2SrSdSvpminqmStGELCSNd;4QPEwDdOMhY7rNS05mTyMR
1027;Justin Quiles†-†DJ No Pare;DJ No Pare;Justin Quiles;21;;85;;6,682,269;119,781,316;14zUHaJZo1mnYtn6IBRaRP;1ndyl3wJCFs872XZ3ztPk6
1028;6ix9ine†-†KIKA;KIKA;6ix9ine;15;;12;;17,735,352;119,680,983;7gZfnEnfiaHzxARJ2LeXrf;6Gy7rXB6Ku5vIWC7WGWsl3
1029;Sebastian Yatra†-†SUTRA;SUTRA;Sebastian Yatra;24;;96;;6,224,427;119,635,665;07YUOmWljBTXwIseAUd9TW;5TmZYdHW6HJ9gt7Aokuql5
1030;Jason Derulo†-†Trumpets;Trumpets;Jason Derulo;60;;26;;3,583,542;119,271,329;07YZf4WDAMNwqr4jfgOZ8y;6jizk5lOUnfpaZXYMdfeC6
1031;Nicky Jam†-†Polvo;Polvo;Nicky Jam;18;;82;;7,330,583;118,844,500;1SupJlEpv7RS2tPNRaHViT;68mrW6gXHgupgSiDHgaDi5
1032;Shakira†-†Me Gusta;Me Gusta;Shakira;15;;47;;11,157,044;118,679,933;0EmeFodog0BfCgMzAIvKQp;5Xhqh4lwJPtMUTsdBztN1a
1033;Duncan Laurence†-†Arcade;Arcade;Duncan Laurence;12;;28;;13,148,310;118,204,758;3klZnJvYGIbWritVwQD434;1J14CdDAvBTE1AJYUOwl6C
1034;Trueno†-†Mamichula;Mamichula;Trueno;14;;37;;12,258,388;118,185,633;2x7PC78TmgqpEIjaGAZ0Oz;4pXW6ZAHBz7ODXTRKklWrM
1035;Jax Jones†-†Breathe;Breathe;Jax Jones;20;;48;;9,283,638;117,899,105;4Q6nIcaBED8qUel8bBx6Cr;6tvQzeCPwOytDlBYCIOY0n
1036;Miguel†-†Sky Walker;Sky Walker;Miguel;21;;69;;7,143,348;117,642,137;360IAlyVv4PCEVjgyMZrxK;5WoaF1B5XIEnWfmb5NZikf
1037;Normani†-†Motivation;Motivation;Normani;14;;42;;10,353,406;117,321,765;2cWZOOzeOm4WmBJRnD5R7I;0rIAC4PXANcKmitJfoqmVm
1038;Calum Scott†-†Dancing On My Own;Dancing On My Own;Calum Scott;32;;70;;4,798,016;116,897,730;6ydoSd3N2mwgwBHtF6K7eX;02WacdrRpm4zlP8H7X6bnQ
1039;MKTO†-†Classic;Classic;MKTO;50;;14;;4,790,578;116,781,668;2l35CQqtYRh3d8ZIiBep4v;6FE2iI43OZnszFLuLtvvmg
1040;Queen†-†We Will Rock You - Remastered;We Will Rock You - Remastered;Queen;22;;73;;7,615,977;116,777,009;1dfeR4HaWDbWqFHLkxsg1d;4pbJqGIASGPr0ZpGpnWkDn
1041;Sam Smith†-†Diamonds;Diamonds;Sam Smith;17;;42;;10,413,301;116,651,292;2wY79sveU1sp5g7SokKOiI;1hJIbOjWpid6LtnozHmzRS
1042;Gunna†-†DOLLAZ ON MY HEAD;DOLLAZ ON MY HEAD;Gunna;22;;69;;7,570,232;116,648,110;2hlmm7s2ICUX0LVIhVFlZQ;3nS9a01VvXHQriLqJYwRqG
1043;Young Thug†-†pick up the phone;pick up the phone;Young Thug;34;;87;;4,277,147;116,352,106;50co4Is1HCEo8bhOyUWKpn;20dP2DaMHIAmwWAbp7peSr
1044;Nicki Minaj†-†Bed;Bed;Nicki Minaj;12;;22;;14,917,808;116,241,025;0hCNtLu0JehylgoiP8L4Gh;1ZEm9cJC05rawV2tptNfTS
1045;Big Sean†-†I Don't Fuck With You;I Don't Fuck With You;Big Sean;51;;34;;3,981,169;116,037,513;0c173mlxpT3dSFRgMO8XPh;7p54iuWHqvdeN224OglZ9t
1046;Avicii†-†The Days;The Days;Avicii;35;5;4;;7,862,217;115,777,670;1vCWHaC5f2uS3yhpwWbIA6;4th1RQAelzqgY7wL53UGQt
1047;Jack Harlow†-†Tyler Herro;Tyler Herro;Jack Harlow;17;;62;;9,236,771;115,611,739;2LIk90788K0zvyj2JJVwkJ;3w1WjD2zJqjBjDz5fwqQPJ
1048;Liam Payne†-†Familiar;Familiar;Liam Payne;18;;57;;10,135,185;115,586,518;5pUo3fmmHT8bhCyHE52hA6;0Y4hwUppbGc8aIBmiTz30A
1049;Nicky Jam†-†Si T˙ La Ves;Si T√∫ La Ves;Nicky Jam;30;;117;;4,306,871;114,894,480;1SupJlEpv7RS2tPNRaHViT;4yN6xPLopmTLvc27pO9LIE
1050;Brytiago†-†Asesina;Asesina;Brytiago;18;;73;;7,188,038;114,816,809;00XhexlJEXQstHimpZN910;6rbhaJsE4uLzpPf8WYSHDK
1051;Miley Cyrus†-†Wrecking Ball;Wrecking Ball;Miley Cyrus;44;16;1;(x5);6,033,827;114,320,139;5YGY8feqx7naU7z4HrwZM6;6oDPg7fXW3Ug3KmbafrXzA
1052;OMI†-†Hula Hoop;Hula Hoop;OMI;28;;26;;6,732,598;113,968,894;5MouCg6ta7zAxsfMEbc1uh;0wsXdby1T3PWLauIkGUZzg
1053;Lil Peep†-†Star Shopping;Star Shopping;Lil Peep;23;;152;;5,623,187;113,643,496;2kCcBybjl3SAtIcwdWpUe3;30bqVoKjX479ab90a8Pafp
1054;YNW Melly†-†Mixed Personalities;Mixed Personalities;YNW Melly;17;;59;;8,922,507;113,541,444;1cNDP5yjU5vjeR8qMf4grg;6vWEAOUSxohKxhp0K1BsxL
1055;OneRepublic†-†Rich Love;Rich Love;OneRepublic;18;;49;;9,304,763;113,527,123;5Pwc4xIPtQLFEnJriah9YJ;7aF09WaavZAmAWuUeYxlYD
1056;Travis Scott†-†Goosebumps - Remix;Goosebumps - Remix;Travis Scott;11;;35;;11,874,768;113,356,254;0Y5tJX1MQlPlqiwlOH1tJY;5uEYRdEIh9Bo4fpjDd4Na9
1057;Lil Uzi Vert†-†P2;P2;Lil Uzi Vert;15;;21;;18,179,065;113,211,830;4O15NlyKLIASxsJ0PrXPfz;3kW4z2pIj5VY5fLjBrMRL5
1058;Tory Lanez†-†LUV;LUV;Tory Lanez;22;;40;;8,807,940;113,130,035;2jku7tDXc6XoB6MO2hFuqg;16Ah4QqH4mgYVXqfC4mdSd
1059;Tinie Tempah†-†Girls Like;Girls Like;Tinie Tempah;27;;53;;5,740,481;113,048,547;0Tob4H0FLtEONHU1MjpUEp;0rHVd8h0cFwgLgPFem6S60
1060;Karol G†-†CrÈeme;Cr√©eme;Karol G;21;;114;;6,222,776;112,683,252;790FomKkXshlbRYZFtlgla;1mT47pKLXUwPYGwB91GcNz
1061;Giveon†-†HEARTBREAK ANNIVERSARY;HEARTBREAK ANNIVERSARY;Giveon;7;2;9;;22,208,820;112,673,466;4fxd5Ee7UefO4CUXgwJ7IP;3FAJ6O0NOHQV8Mc5Ri6ENp
1062;Doja Cat†-†Like That;Like That;Doja Cat;19;;69;;7,546,129;112,619,024;5cj0lLjcoR7YOSnhnX0Po5;4EivmOT13NMpNSfTKn9p4s
1063;"Kygo†-†Carry On (from the Original Motion Picture ""POK…MON Detective Pikachu"")";"Carry On (from the Original Motion Picture ""POK√âMON Detective Pikachu"")";Kygo;14;;36;;11,997,661;112,350,215;23fqKkggKUBHNkbKtXEls4;3y3brCCecHC3Db18aIOnny
1064;Kane Brown†-†Be Like That;Be Like That;Kane Brown;19;;86;;6,929,241;112,301,523;3oSJ7TBVCWMDMiYjXNiCKE;5f1joOtoMeyppIcJGZQvqJ
1065;Maroon 5†-†Wait;Wait;Maroon 5;21;;67;;7,246,334;112,003,633;04gDigrS5kc9YWfZHwBETP;1Qg9jWGDkKAGZXj5v2OG59
1066;Drake†-†Back To Back;Back To Back;Drake;41;;55;;3,888,413;111,877,007;3TVXtAsR1Inumwj472S9r4;5lFDtgWsjRJu8fPOAyJIAK
1067;SZA†-†Love Galore;Love Galore;SZA;23;;73;;6,402,678;111,770,526;7tYKF4w9nC0nq9CsPZTHyP;0q75NwOoFiARAVp4EXU4Bs
1068;Snakehips†-†Don't Leave;Don't Leave;Snakehips;17;;40;;9,379,581;111,727,169;2FwJwEswyIUAljqgjNSHgP;0Zx8khUcEfCFK2AEoIhC92
1069;Nio Garcia†-†La Jeepeta - Remix;La Jeepeta - Remix;Nio Garcia;10;;14;;17,051,952;111,620,242;5hdhHgpxyniooUiQVaPxQ0;1mohfLaTJtB2RplHLQVM70
1070;Chris Rea†-†Driving Home for Christmas - 2019 Remaster;Driving Home for Christmas - 2019 Remaster;Chris Rea;10;;22;;21,734,865;111,592,719;5KEG7G8LDYlHgFDqZyEEs2;27qAMKrDdKEs8HDXcvR24R
1071;Ant Saunders†-†Yellow Hearts;Yellow Hearts;Ant Saunders;14;;45;;9,630,162;111,542,926;4jpsw9CQS439N0B7SecMgf;2W4yABdLc4Jnds67Poi5Nl
1072;5 Seconds of Summer†-†Teeth;Teeth;5 Seconds of Summer;15;;46;;9,555,911;111,446,926;5Rl15oVamLq7FbSb0NNBNy;26wLOs3ZuHJa2Ihhx6QIE6
1073;Chris Brown†-†Ayo;Ayo;Chris Brown;41;;23;;6,012,390;111,309,831;7bXgB6jMjp9ATFy66eO08Z;0k6DnZMLoEUH8NGD5zh2SE
1074;Fetty Wap†-†Again;Again;Fetty Wap;34;;43;;5,040,302;111,166,378;6PXS4YHDkKvl1wkIl4V8DL;3ESSGgWzRf1xvP7G5hHMhB
1075;Jeremy Zucker†-†comethru;comethru;Jeremy Zucker;21;;111;;6,088,886;111,135,224;3gIRvgZssIb9aiirIg0nI3;18uwL0vNUanqZH0ro2QcOP
1076;One Direction†-†History;History;One Direction;34;;29;;7,159,428;111,125,951;4AK6F7OLvEQ5QYCBNiQWHq;0HMjXBAZmSYOTTi33WpMso
1077;The Kid LAROI†-†GO;GO;The Kid LAROI;17;;60;;9,137,903;110,331,211;2tIP7SsRs7vjIcLrU85W8J;2rPHUAeUPbNgTmK18FPTiZ
1078;Manuel Turizo†-†Esclavo de Tus Besos;Esclavo de Tus Besos;Manuel Turizo;17;;73;;7,761,767;110,198,680;0tmwSHipWxN12fsoLcFU3B;3g4UyIcQwutiG0TfW32GnX
1079;P!nk†-†Walk Me Home;Walk Me Home;P!nk;16;;55;;8,647,234;110,034,730;1KCSPY1glIKqW2TotWuXOR;7DHApOHsIFo7EyfieArYGE
1080;Aaron Smith†-†Dancin;Dancin;Aaron Smith;21;;101;;6,605,984;109,888,832;77qukKzmdI5BeMBR7WGUrN;6WkJ2OK163XXS2oARUC9JM
1081;Hailee Steinfeld†-†Capital Letters;Capital Letters;Hailee Steinfeld;14;;34;;11,580,726;109,875,183;5p7f24Rk5HkUZsaS3BLG5F;3towKHKVOXCCcL1fHv6xFO
1082;Selena Gomez†-†Rare;Rare;Selena Gomez;9;;12;;23,340,577;109,645,288;0C8ZW7ezQVs4URX5aX7Kqx;7HMmFQsKsljwTw8bS7lu19
1083;Harry Nach†-†Tak Tiki Tak;Tak Tiki Tak;Harry Nach;17;;76;;7,587,351;109,508,977;0NnUMWDCDi1snuMja6IdxH;7gwwt1IaAWwmB7af0AcuBM
